,x,y,t,upper_bounds,lower_bounds,biomass,vehicle
0,101182.48401097211,44997.2726455987,0.0,18.283512973993783,42.4537235406669,19.67146336292498,AUV_Thor
1,101215.12875973461,45046.773338183746,50.25125628140704,15.36925735238917,40.87757411171612,15.50756874929521,AUV_Thor
2,101247.7735084971,45096.27403076879,100.50251256281408,13.170272102340753,35.77615893869582,20.605925546814188,AUV_Thor
3,101280.4182572596,45145.77472335385,150.7537688442211,17.366581292718493,39.12609641357015,27.095281610248882,AUV_Thor
4,101313.06300602209,45195.27541593889,201.00502512562815,18.997127149943292,36.87392239741914,28.000305392194047,AUV_Thor
5,101345.70775478458,45244.77610852394,251.2562814070352,17.670780261448378,41.218330765370645,14.151855782883029,AUV_Thor
6,101378.35250354708,45294.27680110899,301.5075376884422,18.30622656134027,36.774649962324105,26.288844973600597,AUV_Thor
7,101410.99725230958,45343.77749369404,351.75879396984925,20.947125405958783,37.07619754261598,17.26695312553275,AUV_Thor
8,101443.64200107208,45393.27818627909,402.0100502512563,15.357084529716573,39.711378467190386,19.628818125205726,AUV_Thor
9,101476.28674983457,45442.778878864134,452.26130653266335,15.286395122785224,39.85588641077474,19.344315026209575,AUV_Thor
10,101508.93149859707,45492.27957144918,502.5125628140704,18.92721681945588,38.088535584916556,25.587159635324507,AUV_Thor
11,101541.57624735957,45541.780264034234,552.7638190954774,19.31036603660584,31.76004835701119,24.392726076582942,AUV_Thor
12,101574.22099612205,45591.28095661928,603.0150753768844,14.503351777706147,40.994159571302355,21.336643077075536,AUV_Thor
13,101606.86574488455,45640.78164920433,653.2663316582915,10.284226139364826,40.26123577726254,20.623715136837667,AUV_Thor
14,101639.51049364705,45690.282341789374,703.5175879396985,19.416160496903768,38.50163857197704,18.28616056372215,AUV_Thor
15,101672.15524240954,45739.78303437442,753.7688442211056,15.989844763666277,34.36736647182751,29.705245632721333,AUV_Thor
16,101704.79999117204,45789.283726959475,804.0201005025126,18.702909690718226,38.02825403873732,16.79569599732463,AUV_Thor
17,101737.44473993454,45838.78441954452,854.2713567839196,21.407723143158776,39.185665145241515,15.810454019876289,AUV_Thor
18,101770.08948869703,45888.28511212957,904.5226130653267,16.783486509503607,41.46768409703185,24.431360734383407,AUV_Thor
19,101802.73423745953,45937.785804714615,954.7738693467337,17.21816558022697,39.18161110853965,29.63390041940912,AUV_Thor
20,101835.37898622201,45987.28649729967,1005.0251256281408,17.738751428037535,35.26230469631087,21.690424447901975,AUV_Thor
21,101868.02373498451,46036.787189884715,1055.2763819095478,17.91757043655106,40.38109954259176,24.40184860587115,AUV_Thor
22,101900.66848374701,46086.28788246976,1105.5276381909548,16.859970913680684,41.782543036384844,24.849688311860135,AUV_Thor
