,x,y,t,upper_bounds,lower_bounds,biomass,vehicle
0,85162.32248860004,41229.40199213427,0.0,14.762820438645095,38.339646690554694,11.518492555279144,ASV_greta
1,85189.30118714609,41269.536877565326,50.25125628140704,15.90835459659663,34.05140064358588,3.3904155488358905,ASV_greta
2,85216.27988569214,41309.67176299638,100.50251256281408,13.036327515360188,36.881100070579876,2.6711517936347864,ASV_greta
3,85243.2585842382,41349.80664842744,150.7537688442211,16.368336476878703,37.29490909550556,15.188417456474449,ASV_greta
4,85270.23728278425,41389.941533858495,201.00502512562815,16.747459263963123,38.22912629561598,12.10133900336601,ASV_greta
5,85297.2159813303,41430.07641928955,251.2562814070352,19.900073270021927,36.247123514640265,6.1265825815533725,ASV_greta
6,85324.19467987635,41470.21130472061,301.5075376884422,18.400343844597355,38.897858456284574,5.763270606561837,ASV_greta
7,85351.1733784224,41510.34619015167,351.75879396984925,16.436545203883664,40.19552867818458,10.803139330180137,ASV_greta
8,85378.15207696846,41550.48107558273,402.0100502512563,14.908725875547374,36.940087904047616,14.600857354643608,ASV_greta
9,85405.13077551451,41590.615961013784,452.26130653266335,20.011015333507796,39.852683927045526,6.562274211394183,ASV_greta
10,85432.10947406058,41630.75084644484,502.5125628140704,21.512283856507107,40.19023704397947,18.169107355296713,ASV_greta
11,85459.08817260663,41670.8857318759,552.7638190954774,18.66556526401509,38.0440572103451,11.345210259361018,ASV_greta
12,85486.06687115268,41711.02061730695,603.0150753768844,18.836672188382995,39.38325541336033,9.209671587437253,ASV_greta
13,85513.04556969873,41751.15550273801,653.2663316582915,19.483825349398437,39.774074129095006,8.145272394448831,ASV_greta
14,85540.02426824479,41791.290388169065,703.5175879396985,15.936105008369585,35.643231014912665,10.6518451077997,ASV_greta
15,85567.00296679084,41831.42527360012,753.7688442211056,20.133458209172634,35.89180994967178,20.175779385421173,ASV_greta
16,85593.98166533689,41871.56015903118,804.0201005025126,15.649925072891694,38.85002973068078,7.766848801634584,ASV_greta
17,85620.96036388294,41911.695044462234,854.2713567839196,15.211976495914335,37.110289032701,16.32751923726383,ASV_greta
18,85647.939062429,41951.82992989329,904.5226130653267,22.36976715735581,38.1658837644756,13.499302257081615,ASV_greta
19,85674.91776097505,41991.96481532435,954.7738693467337,20.993002438979534,36.591754663541224,18.001731665238477,ASV_greta
20,85701.8964595211,42032.09970075541,1005.0251256281408,18.722266666667778,38.72504740347488,5.468922652801096,ASV_greta
21,85728.87515806715,42072.23458618647,1055.2763819095478,21.873233963629918,38.68254467070012,12.648698343482307,ASV_greta
22,85755.8538566132,42112.36947161752,1105.5276381909548,17.85836792733049,38.932928990008534,17.56929872277655,ASV_greta
23,85782.83255515926,42152.50435704858,1155.7788944723618,17.77269709602875,35.92772241219309,16.616652522595388,ASV_greta
24,85809.81125370531,42192.639242479636,1206.0301507537688,18.722970488655836,36.2440285675096,12.59463342117259,ASV_greta
25,85836.78995225136,42232.77412791069,1256.281407035176,17.020099172185652,38.539974069855305,15.1478741763573,ASV_greta
26,85863.76865079741,42272.90901334175,1306.532663316583,20.691888782623526,34.79472983822184,17.761100033411065,ASV_greta
27,85890.74734934347,42313.043898772805,1356.78391959799,16.61286117688749,37.27737223382387,18.400875010221093,ASV_greta
28,85917.72604788952,42353.17878420386,1407.035175879397,16.281714755871505,36.184424061161586,19.317060552322644,ASV_greta
29,85944.70474643557,42393.31366963492,1457.286432160804,16.967851175587928,36.60133483856483,11.447634719307157,ASV_greta
30,85971.68344498164,42433.448555065974,1507.5376884422112,17.924358409097024,38.557324087902344,12.051091346846064,ASV_greta
31,85998.66214352769,42473.58344049703,1557.7889447236182,15.31295574499065,34.16289411078145,16.800455471111412,ASV_greta
32,86025.64084207374,42513.71832592809,1608.0402010050252,16.494801373899033,38.98944367875217,10.847471181589906,ASV_greta
33,86052.6195406198,42553.85321135914,1658.2914572864322,13.895790236091141,39.55472051203125,9.49594148379203,ASV_greta
34,86079.59823916585,42593.988096790206,1708.5427135678392,14.182710600955573,31.861809526291996,15.134289554588213,ASV_greta
35,86106.5769377119,42634.12298222126,1758.7939698492464,13.626329299612744,30.75481030248838,16.05948569722878,ASV_greta
36,86133.55563625795,42674.25786765232,1809.0452261306534,13.92054504254625,33.923824452634165,17.715010346513697,ASV_greta
37,86160.534334804,42714.392753083375,1859.2964824120604,14.864488360768041,34.8147707181651,13.894059097508705,ASV_greta
38,86187.51303335006,42754.52763851443,1909.5477386934674,16.04177215981855,33.593609298825555,8.929946838921005,ASV_greta
39,86214.49173189611,42794.66252394549,1959.7989949748744,13.287368095130601,34.49937527417554,16.219889573095355,ASV_greta
40,86241.47043044216,42834.797409376544,2010.0502512562816,12.419398282486307,36.29456343430073,10.379321512141747,ASV_greta
41,86268.44912898821,42874.9322948076,2060.3015075376884,11.50348594075805,36.45484612995087,12.940003171098915,ASV_greta
42,86295.42782753427,42915.06718023866,2110.5527638190956,10.943605460824154,34.62947673769525,17.89996741845016,ASV_greta
43,86322.40652608032,42955.20206566971,2160.804020100503,13.643990149759649,32.10325626375217,11.284148349490128,ASV_greta
44,86349.38522462637,42995.33695110077,2211.0552763819096,11.24716352212772,36.132455798312066,8.004934444103315,ASV_greta
45,86376.36392317242,43035.471836531826,2261.306532663317,12.210847159178387,34.56488974155469,17.598743740386173,ASV_greta
46,86403.34262171848,43075.60672196288,2311.5577889447236,8.960301283050851,34.1610319852461,25.02285592152462,ASV_greta
47,86430.32132026453,43115.741607393946,2361.809045226131,9.69666378459584,29.726879987621594,18.470555706487886,ASV_greta
48,86457.30001881058,43155.876492825,2412.0603015075376,10.69051432507206,31.896437756935363,19.83567877435724,ASV_greta
49,86484.27871735663,43196.01137825606,2462.311557788945,12.754125293221934,35.17559968544378,18.23268411860318,ASV_greta
50,86511.2574159027,43236.146263687115,2512.562814070352,9.931104833703007,30.25441493940629,14.958195871568451,ASV_greta
51,86538.23611444875,43276.28114911817,2562.814070351759,11.743862335204897,31.079231490325903,9.505460505382757,ASV_greta
52,86565.2148129948,43316.41603454923,2613.065326633166,11.796525738463965,29.386433943327,16.787194032217812,ASV_greta
53,86592.19351154086,43356.550919980284,2663.316582914573,13.803016660408346,31.462114570210407,16.33236387604384,ASV_greta
54,86619.17221008691,43396.68580541134,2713.56783919598,6.998634523576642,30.358783695774473,11.364292210488369,ASV_greta
55,86646.15090863296,43436.820690842396,2763.8190954773872,7.9855997460333095,31.72259604797438,20.277268640417216,ASV_greta
56,86673.12960717901,43476.95557627345,2814.070351758794,10.479605511429245,32.74757496856925,18.746518884068287,ASV_greta
57,86700.10830572507,43517.09046170451,2864.321608040201,9.923653758774492,32.97296079330249,17.87460925238627,ASV_greta
58,86727.08700427112,43557.225347135565,2914.572864321608,9.841176177221566,28.9524888177982,15.590384072248733,ASV_greta
59,86754.06570281717,43597.36023256662,2964.824120603015,9.185599156064395,33.22436881927956,20.229856537403855,ASV_greta
60,86781.04440136322,43637.49511799768,3015.0753768844224,10.459564687136776,31.457884602023647,13.844767179731098,ASV_greta
61,86808.02309990927,43677.63000342874,3065.326633165829,9.53166988650205,31.043343597402206,18.66281775177067,ASV_greta
62,86835.00179845533,43717.7648888598,3115.5778894472364,12.27939797130887,28.053614002078582,22.05146311437634,ASV_greta
63,86861.98049700138,43757.899774290854,3165.829145728643,12.743392753512168,28.722580636161926,12.463405110547349,ASV_greta
64,86888.95919554743,43798.03465972191,3216.0804020100504,14.910116499985893,31.067106273501338,21.90558126559149,ASV_greta
65,86915.93789409348,43838.16954515297,3266.3316582914576,10.559353683791599,32.12359430407603,20.115572420602188,ASV_greta
